0.000062500,-0.002532959
0.000125000,-0.002838135
0.000187500,-0.002990723
0.000250000,-0.002166748
0.000312500,-0.003143311
0.000375000,-0.001098633
0.000437500,-0.001068115
0.000500000,-0.003356934
0.000562500,-0.004302979
0.000625000,-0.003234863
0.000687500,-0.003417969
0.000750000,-0.006072998
0.000812500,-0.004608154
0.000875000,-0.005187988
0.000937500,-0.003997803
0.001000000,-0.004791260
0.001062500,-0.002868652
0.001125000,-0.003112793
0.001187500,-0.002655029
0.001250000,-0.003479004
0.001312500,-0.005157471
0.001375000,-0.003753662
0.001437500,-0.003814697
0.001500000,-0.002166748
0.001562500,-0.001007080
0.001625000,-0.001220703
0.001687500,-0.001098633
0.001750000,-0.003143311
0.001812500,-0.001922607
0.001875000,-0.001159668
0.001937500,-0.000427246
0.002000000,-0.000427246
0.002062500,-0.000549316
0.002125000,-0.001342773
0.002187500,-0.000244141
0.002250000,0.001098633
0.002312500,0.002166748
0.002375000,0.002807617
0.002437500,0.002471924
0.002500000,0.001770020
0.002562500,0.001556396
0.002625000,0.001434326
0.002687500,0.002166748
0.002750000,0.001739502
0.002812500,0.002807617
0.002875000,0.004028320
0.002937500,0.004089355
0.003000000,0.003936768
0.003062500,0.004913330
0.003125000,0.003997803
0.003187500,0.002685547
0.003250000,0.002899170
0.003312500,0.003448486
0.003375000,0.004577637
0.003437500,0.003753662
0.003500000,0.004241943
0.003562500,0.004333496
0.003625000,0.006042480
0.003687500,0.004577637
0.003750000,0.004119873
0.003812500,0.005462646
0.003875000,0.005065918
0.003937500,0.006225586
0.004000000,0.004241943
0.004062500,0.003814697
0.004125000,0.004364014
0.004187500,0.001586914
0.004250000,0.004425049
0.004312500,0.005584717
0.004375000,0.001525879
0.004437500,-0.001403809
0.004500000,-0.001129150
0.004562500,-0.000946045
0.004625000,0.000244141
0.004687500,0.000427246
0.004750000,0.001922607
0.004812500,0.003601074
0.004875000,0.006622314
0.004937500,0.005706787
0.005000000,0.006347656
0.005062500,0.006500244
0.005125000,0.006439209
0.005187500,0.006591797
0.005250000,0.007202148
0.005312500,0.006896973
0.005375000,0.005676270
0.005437500,0.003936768
0.005500000,0.004638672
0.005562500,0.005828857
